relative_path,category,extension,size_bytes,modified_at
Data/selected5_station_metrics_summary.csv,Data,.csv,2481,2026-03-19T21:41:50
Data/station_2306.csv,Data,.csv,1338135,2026-03-19T21:41:50
Data/station_2306_2025_high_error_points.csv,Data,.csv,96024,2026-03-19T21:41:50
Data/station_2306_feature_correlation_long.csv,Data,.csv,10077,2026-03-19T21:41:50
Data/station_2306_feature_importance.csv,Data,.csv,1569,2026-03-19T21:41:50
Data/station_2306_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2306_month_weights.csv,Data,.csv,3764,2026-03-19T21:41:50
Data/station_2306_offday_hour_formulas.csv,Data,.csv,686,2026-03-19T21:41:50
Data/station_2306_offday_month_ridge_coefficients.csv,Data,.csv,1011,2026-03-19T21:41:50
Data/station_2306_offday_month_ridge_metrics.csv,Data,.csv,811,2026-03-19T21:41:50
Data/station_2306_offday_month_ridge_predictions_long.csv,Data,.csv,11475787,2026-03-19T21:41:50
Data/station_2306_offday_month_ridge_tuning.csv,Data,.csv,1095,2026-03-19T21:41:50
Data/station_2306_year_actual_vs_regression_vs_ml.csv,Data,.csv,24840,2026-03-19T21:41:50
Data/station_2332.csv,Data,.csv,1357569,2026-03-19T21:41:50
Data/station_2332_2025_high_error_points.csv,Data,.csv,95974,2026-03-19T21:41:50
Data/station_2332_feature_correlation_long.csv,Data,.csv,10085,2026-03-19T21:41:50
Data/station_2332_feature_importance.csv,Data,.csv,1548,2026-03-19T21:41:50
Data/station_2332_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2332_month_weights.csv,Data,.csv,3761,2026-03-19T21:41:50
Data/station_2332_offday_hour_formulas.csv,Data,.csv,687,2026-03-19T21:41:50
Data/station_2332_offday_month_ridge_coefficients.csv,Data,.csv,999,2026-03-19T21:41:50
Data/station_2332_offday_month_ridge_metrics.csv,Data,.csv,807,2026-03-19T21:41:50
Data/station_2332_offday_month_ridge_predictions_long.csv,Data,.csv,11545172,2026-03-19T21:41:50
Data/station_2332_offday_month_ridge_tuning.csv,Data,.csv,1099,2026-03-19T21:41:50
Data/station_2332_year_actual_vs_regression_vs_ml.csv,Data,.csv,24834,2026-03-19T21:41:50
Data/station_2335.csv,Data,.csv,1357859,2026-03-19T21:41:50
Data/station_2335_2025_high_error_points.csv,Data,.csv,95728,2026-03-19T21:41:50
Data/station_2335_feature_correlation_long.csv,Data,.csv,10095,2026-03-19T21:41:50
Data/station_2335_feature_importance.csv,Data,.csv,1603,2026-03-19T21:41:50
Data/station_2335_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2335_month_weights.csv,Data,.csv,3768,2026-03-19T21:41:50
Data/station_2335_offday_hour_formulas.csv,Data,.csv,685,2026-03-19T21:41:50
Data/station_2335_offday_month_ridge_coefficients.csv,Data,.csv,1016,2026-03-19T21:41:50
Data/station_2335_offday_month_ridge_metrics.csv,Data,.csv,809,2026-03-19T21:41:50
Data/station_2335_offday_month_ridge_predictions_long.csv,Data,.csv,11562258,2026-03-19T21:41:50
Data/station_2335_offday_month_ridge_tuning.csv,Data,.csv,1088,2026-03-19T21:41:50
Data/station_2335_year_actual_vs_regression_vs_ml.csv,Data,.csv,24850,2026-03-19T21:41:50
Data/station_2340.csv,Data,.csv,1358654,2026-03-19T21:41:50
Data/station_2340_2025_high_error_points.csv,Data,.csv,95647,2026-03-19T21:41:50
Data/station_2340_feature_correlation_long.csv,Data,.csv,10107,2026-03-19T21:41:50
Data/station_2340_feature_importance.csv,Data,.csv,1541,2026-03-19T21:41:50
Data/station_2340_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2340_month_weights.csv,Data,.csv,3763,2026-03-19T21:41:50
Data/station_2340_offday_hour_formulas.csv,Data,.csv,689,2026-03-19T21:41:50
Data/station_2340_offday_month_ridge_coefficients.csv,Data,.csv,1000,2026-03-19T21:41:50
Data/station_2340_offday_month_ridge_metrics.csv,Data,.csv,814,2026-03-19T21:41:50
Data/station_2340_offday_month_ridge_predictions_long.csv,Data,.csv,11561284,2026-03-19T21:41:50
Data/station_2340_offday_month_ridge_tuning.csv,Data,.csv,1096,2026-03-19T21:41:50
Data/station_2340_year_actual_vs_regression_vs_ml.csv,Data,.csv,24842,2026-03-19T21:41:50
Data/station_2342.csv,Data,.csv,1329316,2026-03-19T21:41:50
Data/station_2342_2025_high_error_points.csv,Data,.csv,95596,2026-03-19T21:41:50
Data/station_2342_feature_correlation_long.csv,Data,.csv,10079,2026-03-19T21:41:50
Data/station_2342_feature_importance.csv,Data,.csv,1489,2026-03-19T21:41:50
Data/station_2342_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2342_month_weights.csv,Data,.csv,3763,2026-03-19T21:41:50
Data/station_2342_offday_hour_formulas.csv,Data,.csv,684,2026-03-19T21:41:50
Data/station_2342_offday_month_ridge_coefficients.csv,Data,.csv,982,2026-03-19T21:41:50
Data/station_2342_offday_month_ridge_metrics.csv,Data,.csv,809,2026-03-19T21:41:50
Data/station_2342_offday_month_ridge_predictions_long.csv,Data,.csv,11546908,2026-03-19T21:41:50
Data/station_2342_offday_month_ridge_tuning.csv,Data,.csv,1100,2026-03-19T21:41:50
Data/station_2342_year_actual_vs_regression_vs_ml.csv,Data,.csv,24900,2026-03-19T21:41:50
Data/station_2348.csv,Data,.csv,1367861,2026-03-19T21:41:50
Data/station_2348_2025_high_error_points.csv,Data,.csv,95832,2026-03-19T21:41:50
Data/station_2348_feature_correlation_long.csv,Data,.csv,10075,2026-03-19T21:41:50
Data/station_2348_feature_importance.csv,Data,.csv,1607,2026-03-19T21:41:50
Data/station_2348_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2348_month_weights.csv,Data,.csv,3769,2026-03-19T21:41:50
Data/station_2348_offday_hour_formulas.csv,Data,.csv,685,2026-03-19T21:41:50
Data/station_2348_offday_month_ridge_coefficients.csv,Data,.csv,1026,2026-03-19T21:41:50
Data/station_2348_offday_month_ridge_metrics.csv,Data,.csv,807,2026-03-19T21:41:50
Data/station_2348_offday_month_ridge_predictions_long.csv,Data,.csv,11426452,2026-03-19T21:41:50
Data/station_2348_offday_month_ridge_tuning.csv,Data,.csv,1085,2026-03-19T21:41:50
Data/station_2348_year_actual_vs_regression_vs_ml.csv,Data,.csv,24911,2026-03-19T21:41:50
Data/station_2369.csv,Data,.csv,1354889,2026-03-19T21:41:50
Data/station_2369_2025_high_error_points.csv,Data,.csv,95979,2026-03-19T21:41:50
Data/station_2369_feature_correlation_long.csv,Data,.csv,10105,2026-03-19T21:41:50
Data/station_2369_feature_importance.csv,Data,.csv,1614,2026-03-19T21:41:50
Data/station_2369_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2369_month_weights.csv,Data,.csv,3768,2026-03-19T21:41:50
Data/station_2369_offday_hour_formulas.csv,Data,.csv,689,2026-03-19T21:41:50
Data/station_2369_offday_month_ridge_coefficients.csv,Data,.csv,1035,2026-03-19T21:41:50
Data/station_2369_offday_month_ridge_metrics.csv,Data,.csv,817,2026-03-19T21:41:50
Data/station_2369_offday_month_ridge_predictions_long.csv,Data,.csv,11639265,2026-03-19T21:41:50
Data/station_2369_offday_month_ridge_tuning.csv,Data,.csv,1095,2026-03-19T21:41:50
Data/station_2369_year_actual_vs_regression_vs_ml.csv,Data,.csv,24867,2026-03-19T21:41:50
Data/station_2375.csv,Data,.csv,1358587,2026-03-19T21:41:50
Data/station_2375_2025_high_error_points.csv,Data,.csv,96048,2026-03-19T21:41:50
Data/station_2375_feature_correlation_long.csv,Data,.csv,10071,2026-03-19T21:41:50
Data/station_2375_feature_importance.csv,Data,.csv,1489,2026-03-19T21:41:50
Data/station_2375_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2375_month_weights.csv,Data,.csv,3773,2026-03-19T21:41:50
Data/station_2375_offday_hour_formulas.csv,Data,.csv,688,2026-03-19T21:41:50
Data/station_2375_offday_month_ridge_coefficients.csv,Data,.csv,976,2026-03-19T21:41:50
Data/station_2375_offday_month_ridge_metrics.csv,Data,.csv,812,2026-03-19T21:41:50
Data/station_2375_offday_month_ridge_predictions_long.csv,Data,.csv,11581470,2026-03-19T21:41:50
Data/station_2375_offday_month_ridge_tuning.csv,Data,.csv,1094,2026-03-19T21:41:50
Data/station_2375_year_actual_vs_regression_vs_ml.csv,Data,.csv,24865,2026-03-19T21:41:50
Data/station_2377.csv,Data,.csv,1365172,2026-03-19T21:41:50
Data/station_2377_2025_high_error_points.csv,Data,.csv,95530,2026-03-19T21:41:50
Data/station_2377_feature_correlation_long.csv,Data,.csv,10079,2026-03-19T21:41:50
Data/station_2377_feature_importance.csv,Data,.csv,1547,2026-03-19T21:41:50
Data/station_2377_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2377_month_weights.csv,Data,.csv,3760,2026-03-19T21:41:50
Data/station_2377_offday_hour_formulas.csv,Data,.csv,686,2026-03-19T21:41:50
Data/station_2377_offday_month_ridge_coefficients.csv,Data,.csv,1005,2026-03-19T21:41:50
Data/station_2377_offday_month_ridge_metrics.csv,Data,.csv,809,2026-03-19T21:41:50
Data/station_2377_offday_month_ridge_predictions_long.csv,Data,.csv,11558697,2026-03-19T21:41:50
Data/station_2377_offday_month_ridge_tuning.csv,Data,.csv,1088,2026-03-19T21:41:50
Data/station_2377_year_actual_vs_regression_vs_ml.csv,Data,.csv,24846,2026-03-19T21:41:50
Data/station_2384.csv,Data,.csv,1349911,2026-03-19T21:41:50
Data/station_2384_2025_high_error_points.csv,Data,.csv,95797,2026-03-19T21:41:50
Data/station_2384_feature_correlation_long.csv,Data,.csv,10097,2026-03-19T21:41:50
Data/station_2384_feature_importance.csv,Data,.csv,1554,2026-03-19T21:41:50
Data/station_2384_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:50
Data/station_2384_month_weights.csv,Data,.csv,3776,2026-03-19T21:41:50
Data/station_2384_offday_hour_formulas.csv,Data,.csv,688,2026-03-19T21:41:50
Data/station_2384_offday_month_ridge_coefficients.csv,Data,.csv,1007,2026-03-19T21:41:50
Data/station_2384_offday_month_ridge_metrics.csv,Data,.csv,814,2026-03-19T21:41:50
Data/station_2384_offday_month_ridge_predictions_long.csv,Data,.csv,11617066,2026-03-19T21:41:50
Data/station_2384_offday_month_ridge_tuning.csv,Data,.csv,1091,2026-03-19T21:41:51
Data/station_2384_year_actual_vs_regression_vs_ml.csv,Data,.csv,24885,2026-03-19T21:41:51
Data/station_2404.csv,Data,.csv,1341347,2026-03-19T21:41:51
Data/station_2404_2025_high_error_points.csv,Data,.csv,96001,2026-03-19T21:41:51
Data/station_2404_feature_correlation_long.csv,Data,.csv,10095,2026-03-19T21:41:51
Data/station_2404_feature_importance.csv,Data,.csv,1551,2026-03-19T21:41:51
Data/station_2404_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_2404_month_weights.csv,Data,.csv,3761,2026-03-19T21:41:51
Data/station_2404_offday_hour_formulas.csv,Data,.csv,686,2026-03-19T21:41:51
Data/station_2404_offday_month_ridge_coefficients.csv,Data,.csv,1007,2026-03-19T21:41:51
Data/station_2404_offday_month_ridge_metrics.csv,Data,.csv,815,2026-03-19T21:41:51
Data/station_2404_offday_month_ridge_predictions_long.csv,Data,.csv,11558014,2026-03-19T21:41:51
Data/station_2404_offday_month_ridge_tuning.csv,Data,.csv,1094,2026-03-19T21:41:51
Data/station_2404_year_actual_vs_regression_vs_ml.csv,Data,.csv,24816,2026-03-19T21:41:51
Data/station_2413.csv,Data,.csv,1335646,2026-03-19T21:41:51
Data/station_2413_2025_high_error_points.csv,Data,.csv,95901,2026-03-19T21:41:51
Data/station_2413_feature_correlation_long.csv,Data,.csv,10125,2026-03-19T21:41:51
Data/station_2413_feature_importance.csv,Data,.csv,1486,2026-03-19T21:41:51
Data/station_2413_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_2413_month_weights.csv,Data,.csv,3767,2026-03-19T21:41:51
Data/station_2413_offday_hour_formulas.csv,Data,.csv,690,2026-03-19T21:41:51
Data/station_2413_offday_month_ridge_coefficients.csv,Data,.csv,977,2026-03-19T21:41:51
Data/station_2413_offday_month_ridge_metrics.csv,Data,.csv,810,2026-03-19T21:41:51
Data/station_2413_offday_month_ridge_predictions_long.csv,Data,.csv,11605034,2026-03-19T21:41:51
Data/station_2413_offday_month_ridge_tuning.csv,Data,.csv,1098,2026-03-19T21:41:51
Data/station_2413_year_actual_vs_regression_vs_ml.csv,Data,.csv,24832,2026-03-19T21:41:51
Data/station_2414.csv,Data,.csv,1351521,2026-03-19T21:41:51
Data/station_2414_2025_high_error_points.csv,Data,.csv,95935,2026-03-19T21:41:51
Data/station_2414_feature_correlation_long.csv,Data,.csv,10089,2026-03-19T21:41:51
Data/station_2414_feature_importance.csv,Data,.csv,1607,2026-03-19T21:41:51
Data/station_2414_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_2414_month_weights.csv,Data,.csv,3763,2026-03-19T21:41:51
Data/station_2414_offday_hour_formulas.csv,Data,.csv,685,2026-03-19T21:41:51
Data/station_2414_offday_month_ridge_coefficients.csv,Data,.csv,1027,2026-03-19T21:41:51
Data/station_2414_offday_month_ridge_metrics.csv,Data,.csv,810,2026-03-19T21:41:51
Data/station_2414_offday_month_ridge_predictions_long.csv,Data,.csv,11585551,2026-03-19T21:41:51
Data/station_2414_offday_month_ridge_tuning.csv,Data,.csv,1094,2026-03-19T21:41:51
Data/station_2414_year_actual_vs_regression_vs_ml.csv,Data,.csv,24870,2026-03-19T21:41:51
Data/station_2415.csv,Data,.csv,1330214,2026-03-19T21:41:51
Data/station_2415_2025_high_error_points.csv,Data,.csv,96211,2026-03-19T21:41:51
Data/station_2415_feature_correlation_long.csv,Data,.csv,10121,2026-03-19T21:41:51
Data/station_2415_feature_importance.csv,Data,.csv,1605,2026-03-19T21:41:51
Data/station_2415_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_2415_month_weights.csv,Data,.csv,3761,2026-03-19T21:41:51
Data/station_2415_offday_hour_formulas.csv,Data,.csv,689,2026-03-19T21:41:51
Data/station_2415_offday_month_ridge_coefficients.csv,Data,.csv,1016,2026-03-19T21:41:51
Data/station_2415_offday_month_ridge_metrics.csv,Data,.csv,813,2026-03-19T21:41:51
Data/station_2415_offday_month_ridge_predictions_long.csv,Data,.csv,11601846,2026-03-19T21:41:51
Data/station_2415_offday_month_ridge_tuning.csv,Data,.csv,1095,2026-03-19T21:41:51
Data/station_2415_year_actual_vs_regression_vs_ml.csv,Data,.csv,24941,2026-03-19T21:41:51
Data/station_2423.csv,Data,.csv,1356263,2026-03-19T21:41:51
Data/station_2423_2025_high_error_points.csv,Data,.csv,96037,2026-03-19T21:41:51
Data/station_2423_feature_correlation_long.csv,Data,.csv,10131,2026-03-19T21:41:51
Data/station_2423_feature_importance.csv,Data,.csv,1627,2026-03-19T21:41:51
Data/station_2423_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_2423_month_weights.csv,Data,.csv,3767,2026-03-19T21:41:51
Data/station_2423_offday_hour_formulas.csv,Data,.csv,690,2026-03-19T21:41:51
Data/station_2423_offday_month_ridge_coefficients.csv,Data,.csv,1045,2026-03-19T21:41:51
Data/station_2423_offday_month_ridge_metrics.csv,Data,.csv,818,2026-03-19T21:41:51
Data/station_2423_offday_month_ridge_predictions_long.csv,Data,.csv,11646783,2026-03-19T21:41:51
Data/station_2423_offday_month_ridge_tuning.csv,Data,.csv,1097,2026-03-19T21:41:51
Data/station_2423_year_actual_vs_regression_vs_ml.csv,Data,.csv,24832,2026-03-19T21:41:51
Data/station_2431.csv,Data,.csv,1354192,2026-03-19T21:41:51
Data/station_2431_2025_high_error_points.csv,Data,.csv,95997,2026-03-19T21:41:51
Data/station_2431_feature_correlation_long.csv,Data,.csv,10091,2026-03-19T21:41:51
Data/station_2431_feature_importance.csv,Data,.csv,1562,2026-03-19T21:41:51
Data/station_2431_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_2431_month_weights.csv,Data,.csv,3763,2026-03-19T21:41:51
Data/station_2431_offday_hour_formulas.csv,Data,.csv,685,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_coefficients.csv,Data,.csv,1018,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_metrics.csv,Data,.csv,816,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_predictions_long.csv,Data,.csv,11575960,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_tuning.csv,Data,.csv,1096,2026-03-19T21:41:51
Data/station_2431_year_actual_vs_regression_vs_ml.csv,Data,.csv,24844,2026-03-19T21:41:51
Data/station_3614.csv,Data,.csv,1352006,2026-03-19T21:41:51
Data/station_3614_2025_high_error_points.csv,Data,.csv,96449,2026-03-19T21:41:51
Data/station_3614_feature_correlation_long.csv,Data,.csv,10133,2026-03-19T21:41:51
Data/station_3614_feature_importance.csv,Data,.csv,1572,2026-03-19T21:41:51
Data/station_3614_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_3614_month_weights.csv,Data,.csv,3764,2026-03-19T21:41:51
Data/station_3614_offday_hour_formulas.csv,Data,.csv,684,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_coefficients.csv,Data,.csv,1025,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_metrics.csv,Data,.csv,822,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_predictions_long.csv,Data,.csv,11642087,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_tuning.csv,Data,.csv,1099,2026-03-19T21:41:51
Data/station_3614_year_actual_vs_regression_vs_ml.csv,Data,.csv,24932,2026-03-19T21:41:51
Data/station_3627.csv,Data,.csv,1354219,2026-03-19T21:41:51
Data/station_3627_2025_high_error_points.csv,Data,.csv,95784,2026-03-19T21:41:51
Data/station_3627_feature_correlation_long.csv,Data,.csv,10123,2026-03-19T21:41:51
Data/station_3627_feature_importance.csv,Data,.csv,1623,2026-03-19T21:41:51
Data/station_3627_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_3627_month_weights.csv,Data,.csv,3768,2026-03-19T21:41:51
Data/station_3627_offday_hour_formulas.csv,Data,.csv,691,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_coefficients.csv,Data,.csv,1038,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_metrics.csv,Data,.csv,823,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_predictions_long.csv,Data,.csv,11570098,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_tuning.csv,Data,.csv,1102,2026-03-19T21:41:51
Data/station_3627_year_actual_vs_regression_vs_ml.csv,Data,.csv,24897,2026-03-19T21:41:51
Data/station_3651.csv,Data,.csv,1359723,2026-03-19T21:41:51
Data/station_3651_2025_high_error_points.csv,Data,.csv,96196,2026-03-19T21:41:51
Data/station_3651_feature_correlation_long.csv,Data,.csv,10107,2026-03-19T21:41:51
Data/station_3651_feature_importance.csv,Data,.csv,1548,2026-03-19T21:41:51
Data/station_3651_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_3651_month_weights.csv,Data,.csv,3762,2026-03-19T21:41:51
Data/station_3651_offday_hour_formulas.csv,Data,.csv,690,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_coefficients.csv,Data,.csv,995,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_metrics.csv,Data,.csv,812,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_predictions_long.csv,Data,.csv,11560643,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_tuning.csv,Data,.csv,1101,2026-03-19T21:41:51
Data/station_3651_year_actual_vs_regression_vs_ml.csv,Data,.csv,24966,2026-03-19T21:41:51
Data/station_4906.csv,Data,.csv,1357176,2026-03-19T21:41:51
Data/station_4906_2025_high_error_points.csv,Data,.csv,95677,2026-03-19T21:41:51
Data/station_4906_feature_correlation_long.csv,Data,.csv,10105,2026-03-19T21:41:51
Data/station_4906_feature_importance.csv,Data,.csv,1537,2026-03-19T21:41:51
Data/station_4906_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_4906_month_weights.csv,Data,.csv,3762,2026-03-19T21:41:51
Data/station_4906_offday_hour_formulas.csv,Data,.csv,685,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_coefficients.csv,Data,.csv,1002,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_metrics.csv,Data,.csv,813,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_predictions_long.csv,Data,.csv,11587082,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_tuning.csv,Data,.csv,1097,2026-03-19T21:41:51
Data/station_4906_year_actual_vs_regression_vs_ml.csv,Data,.csv,24848,2026-03-19T21:41:51
Data/top20_station_combined_test_r2_ranking.csv,Data,.csv,3709,2026-03-19T21:41:51
Data/top20_station_metrics_summary.csv,Data,.csv,16351,2026-03-19T21:41:51
Note/hmw2306.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2332.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2335.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2340.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2342.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2348.ipynb,Notebook,.ipynb,2213411,2026-03-19T21:41:51
Note/hmw2369.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2375.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2377.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2384.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2404.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2413.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2414.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2415.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2423.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2431.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw3614.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw3627.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw3651.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw4906.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:52
Note/hmw_top20_station_integrated_comparison.ipynb,Notebook,.ipynb,1712828,2026-03-19T21:41:52
Note/hmw_top5_station_trends_2023_2025.ipynb,Notebook,.ipynb,2914361,2026-03-19T21:41:52
scripts/generate_top20_station_suite.py,Script,.py,14012,2026-03-19T21:41:52
